글로벌에스엠,900070
글로스퍼랩스,032860
기아차,000270
나노엔텍,039860
나노캠텍,091970
누리텔레콤,040160
뉴인텍,012340
대우부품,009320
대원미디어,048910
대한과학,131220
덕성,004830
덱스터,206560
디와이,013570
디케이앤디,263020
로보로보,215100
로보스타,090360
리더스 기술투자,019570
마이더스AI,222810
맥스로텍,141070
메타랩스,090370
모아텍,033200
무림SP,001810
미창석유,003650
바이오니아,064550
백금T&A,046310
백산,035150
보령제약,003850
브랜드엑스코퍼레이션,337930
삼보산업,009620
삼본전자,111870
삼화네트웍스,046390
서연탑메탈,019770
서울전자통신,027040
서진오토모티브,122690
선익시스템,171090
성도이엔지,037350
세아홀딩스,058650
세코닉스,053450
소리바다,053110
실리콘웍스,108320
씨아이에스,222080
씨케이에이치,900120
아남전자,008700
아바코,083930
아이엘사이언스,307180
아진산업,013310
알체라,347860
알티캐스트,085810
애니플러스,310200
앤디포스,238090
에이테크솔루션,071670
에코캡,128540
엔피디,198080
엘앤케이바이오,156100
영화금속,012280
오스테오닉,226400
와이오엠,066430
원익IPS,240810
웨이브일렉트로,095270
웰크론한텍,076080
위즈코프,038620
위지윅스튜디오,299900
유진로봇,056080
이엘피,063760
이엠넷,123570
이화전기,024810
인베니아,079950
일신바이오,068330
잉크테크,049550
제이엠티,094970
조광피혁,004700
종근당,185750
종근당바이오,063160
지란지교시큐리티,208350
지투알,035000
참엔지니어링,009310
컴퍼니케이,307930
코다코,046070
코리아써우,007815
코리아써키트,007810
코스나인,082660
코스온,069110
코오롱우,002025
코이즈,121850
큐브앤컴퍼니,043090
큐브엔터,182360
테라사이언스,073640
토비스,051360
티로보틱스,117730
판타지오,032800
팬엔터테인먼트,068050
피피아이,062970
한국유니온제약,080720
한국테크놀로지,053590
한독크린텍,256150
한미사이언스,008930
해성디에스,195870
핸디소프트,220180
현대바이오,048410
현대차3우B,005389
화신,010690
화신정공,126640
효성티앤씨,298020
휴림로봇,090710
CNH,023460
EG,037370
KCTC,009070
KD,044180
SG충방,001380
SJM,123700
SJM홀딩스,025530
YG PLUS,037270
강남제비스코,000860
고려시멘트,198440
그린케미칼,083420
까뮤이앤씨,013700
나인테크,267320
남광토건,001260
남화산업,111710
네오셈,253590
네오펙트,290660
다날,064260
대성파인텍,104040
대영포장,014160
대한화섬,003830
동방,004140
동양이엔피,079960
동양파일,228340
디딤,217620
디알텍,214680
디피씨,026890
라온시큐어,042510
만도,204320
만호제강,001080
모토닉,009680
무림P&P,009580
무림페이퍼,009200
미래아이앤지,007120
베스파,299910
비디아이,148140
비에이치아이,083650
삼륭물산,014970
삼일기업공사,002290
삼일씨엔에스,004440
삼호개발,010960
상보,027580
상신이디피,091580
새론오토모티브,075180
서연,007860
석경에이티,357550
선광,003100
성보화학,003080
성신양회,004980
세진티에스,067770
수산아이앤티,050960
수성,084180
신원종합개발,017000
신풍제지,002870
쌍용정보통신,010280
아바텍,149950
아세아시멘트,183190
아우딘퓨쳐스,227610
아이원스,114810
아이즈비전,031310
에스앤더블류,103230
에스와이,109610
에스텍파마,041910
에이트원,230980
에이티세미콘,089530
에이피티씨,089970
에코플라스틱,038110
엘티씨,170920
엠플러스,259630
영풍제지,006740
오스코텍,039200
오스템,031510
우원개발,046940
유성기업,002920
유수홀딩스,000700
이건홀딩스,039020
이노션,214320
이노테라피,246960
이즈미디어,181340
이화공영,001840
일신석재,007110
자연과환경,043910
장원테크,174880
제우스,079370
좋은사람들,033340
주성엔지니어링,036930
지놈앤컴퍼니,314130
지니뮤직,043610
지엘팜텍,204840
진양산업,003780
진흥기업,002780
청보산업,013720
케이맥,043290
케이씨피드,025880
케이탑리츠,145270
코리아에스이,101670
태평양물산,007980
토탈소프트,045340
특수건설,026150
티에이치엔,019180
페이퍼코리아,001020
푸드나무,290720
풍산홀딩스,005810
한국맥널티,222980
한국정보공학,039740
한국팩키지,037230
한농화성,011500
한빛소프트,047080
한세예스24홀딩스,016450
한일화학,007770
한탑,002680
현대모비스,012330
현대제철,004020
현대차,005380
현대차2우B,005387
현대차우,005385
흥국,010240
KG동부제철,016380
MH에탄올,023150
NICE평가정보,030190
SG&G,040610
SGA솔루션즈,184230
SG세계물산,004060
SK5호스팩,337450
iMBC,052220
고려산업,002140
골든센츄리,900280
교보8호스팩,307280
국전약품,307750
네패스아크,330860
농우바이오,054050
대모,317850
라닉스,317120
마이크로프랜드,147760
매직마이크로,127160
메디톡스,086900
메카로,241770
무학,033920
삼성물산우B,02826K
삼성스팩2호,291230
삼영이엔씨,065570
삼진,032750
세중,039310
셀트리온,068270
셀트리온제약,068760
셀트리온헬스케어,091990
솔루스첨단소재2우B,33637L
신테카바이오,226330
아시아나항공,020560
아이티센,124500
아진엑스텍,059120
에쎈테크,043340
에쓰씨엔지니어링,023960
엔에이치스팩13호,310840
엔에프씨,265740
엘브이엠씨홀딩스,900140
엠씨넥스,097520
예선테크,250930
올리패스,244460
우성사료,006980
윈팩,097800
윌비스,008600
유틸렉스,263050
인트론바이오,048530
인포마크,175140
일동홀딩스,000230
일신방직,003200
자이글,234920
전방,000950
지니틱스,303030
지역난방공사,071320
지티지웰니스,219750
진매트릭스,109820
진양화학,051630
칩스앤미디어,094360
케이씨에스,115500
티에스아이,277880
팜스토리,027710
피씨디렉트,051380
피에스엠씨,024850
핌스,347770
하나머스트제6호스팩,307160
하나제약,293480
하이텍팜,106190
한국타이어앤테크놀로지,161390
한화투자증권우,003535
해태제과식품,101530
현대사료,016790
현우산업,092300
호텔신라우,008775
화승엔터프라이즈,241590
휘닉스소재,050090
휴맥스홀딩스,028080
희림,037440
DSR,155660
KTis,058860
PN풍년,024940
까스텔바작,308100
나노스,151910
대성미생물,036480
대성엘텍,025440
대현,016090
동신건설,025950
두산2우B,000157
디아이,003160
디아이씨,092200
메이슨캐피탈,021880
미래생명자원,218150
백광산업,001340
보라티알,250000
비케이탑스,030790
상상인인더스트리,101000
상지카일룸,042940
새로닉스,042600
성신양회우,004985
성우전자,081580
슈프리마에이치큐,094840
신흥,004080
쎄노텍,222420
아시아나IDT,267850
아이앤씨,052860
아즈텍WB,032080
안국약품,001540
에스에이티,060540
에이루트,096690
엘컴텍,037950
오상자이엘,053980
와토스코리아,079000
유니온커뮤니티,203450
유테크,178780
이스타코,015020
이지바이오,353810
이크레더블,092130
인터지스,129260
정다운,208140
제일연마,001560
카스,016920
텔레필드,091440
파인테크닉스,106240
포메탈,119500
프리엠스,053160
하츠,066130
한국정밀기계,101680
한국종합기술,023350
한네트,052600
한미반도체,042700
한솔인티큐브,070590
한화에어로스페이스,012450
형지I&C,011080
형지엘리트,093240
휴맥스,115160
